"X","time_period","rainfall","mean_temperature","disease_cases","population","location","Cases","E","month","ID_year","ID_spat","rainsum","meantemperature","group"
40,"2004-05",66.98,24.62,579,1722277.21875,"Alagoas",579,1722277.21875,5,2004,"Alagoas",66.98,24.62,0
41,"2004-06",162.329,22.77,186,1722277.21875,"Alagoas",186,1722277.21875,6,2004,"Alagoas",162.329,22.77,0
42,"2004-07",112.721,22.05,117,1722277.21875,"Alagoas",117,1722277.21875,7,2004,"Alagoas",112.721,22.05,0
43,"2004-08",69.322,22.4,108,1722277.21875,"Alagoas",108,1722277.21875,8,2004,"Alagoas",69.322,22.4,0
44,"2004-09",65.776,22.9,74,1722277.21875,"Alagoas",74,1722277.21875,9,2004,"Alagoas",65.776,22.9,0
45,"2004-10",26.28,24.94,133,1722277.21875,"Alagoas",133,1722277.21875,10,2004,"Alagoas",26.28,24.94,0
46,"2004-11",19.581,26.02,103,1722277.21875,"Alagoas",103,1722277.21875,11,2004,"Alagoas",19.581,26.02,0
47,"2004-12",12.506,26.78,195,1722277.21875,"Alagoas",195,1722277.21875,12,2004,"Alagoas",12.506,26.78,0
48,"2005-01",16.009,27.58,125,1736691.28125,"Alagoas",125,1736691.28125,1,2005,"Alagoas",16.009,27.58,0
49,"2005-02",44.28,27.12,504,1736691.28125,"Alagoas",504,1736691.28125,2,2005,"Alagoas",44.28,27.12,0
50,"2005-03",87.622,27.06,418,1736691.28125,"Alagoas",418,1736691.28125,3,2005,"Alagoas",87.622,27.06,0
51,"2005-04",53.972,25.51,425,1736691.28125,"Alagoas",425,1736691.28125,4,2005,"Alagoas",53.972,25.51,0
52,"2005-05",134.021,24.24,390,1736691.28125,"Alagoas",390,1736691.28125,5,2005,"Alagoas",134.021,24.24,0
53,"2005-06",126.931,23.28,234,1736691.28125,"Alagoas",234,1736691.28125,6,2005,"Alagoas",126.931,23.28,0
54,"2005-07",98.623,22.17,115,1736691.28125,"Alagoas",115,1736691.28125,7,2005,"Alagoas",98.623,22.17,0
55,"2005-08",82.468,22.26,114,1736691.28125,"Alagoas",114,1736691.28125,8,2005,"Alagoas",82.468,22.26,0
56,"2005-09",44.073,23.66,80,1736691.28125,"Alagoas",80,1736691.28125,9,2005,"Alagoas",44.073,23.66,0
57,"2005-10",28.668,24.97,92,1736691.28125,"Alagoas",92,1736691.28125,10,2005,"Alagoas",28.668,24.97,0
58,"2005-11",15.939,26.27,137,1736691.28125,"Alagoas",137,1736691.28125,11,2005,"Alagoas",15.939,26.27,0
59,"2005-12",63.592,25.82,135,1736691.28125,"Alagoas",135,1736691.28125,12,2005,"Alagoas",63.592,25.82,0
60,"2006-01",29.714,25.91,383,1755725.86631154,"Alagoas",383,1755725.86631154,1,2006,"Alagoas",29.714,25.91,0
61,"2006-02",27.389,27.23,431,1755725.86631154,"Alagoas",431,1755725.86631154,2,2006,"Alagoas",27.389,27.23,0
62,"2006-03",68.196,26.93,712,1755725.86631154,"Alagoas",712,1755725.86631154,3,2006,"Alagoas",68.196,26.93,0
63,"2006-04",93.645,25.67,1080,1755725.86631154,"Alagoas",1080,1755725.86631154,4,2006,"Alagoas",93.645,25.67,0
64,"2006-05",120.595,24.2,671,1755725.86631154,"Alagoas",671,1755725.86631154,5,2006,"Alagoas",120.595,24.2,0
65,"2006-06",146.901,22.69,287,1755725.86631154,"Alagoas",287,1755725.86631154,6,2006,"Alagoas",146.901,22.69,0
66,"2006-07",118.663,22.06,216,1755725.86631154,"Alagoas",216,1755725.86631154,7,2006,"Alagoas",118.663,22.06,0
67,"2006-08",56.906,22.49,180,1755725.86631154,"Alagoas",180,1755725.86631154,8,2006,"Alagoas",56.906,22.49,0
68,"2006-09",38.489,23.69,115,1755725.86631154,"Alagoas",115,1755725.86631154,9,2006,"Alagoas",38.489,23.69,0
69,"2006-10",29.298,25.24,162,1755725.86631154,"Alagoas",162,1755725.86631154,10,2006,"Alagoas",29.298,25.24,0
70,"2006-11",26.52,26.19,463,1755725.86631154,"Alagoas",463,1755725.86631154,11,2006,"Alagoas",26.52,26.19,0
71,"2006-12",19.608,26.84,1054,1755725.86631154,"Alagoas",1054,1755725.86631154,12,2006,"Alagoas",19.608,26.84,0
72,"2007-01",24.923,27.03,12584,1774041.9890938,"Alagoas",12584,1774041.9890938,1,2007,"Alagoas",24.923,27.03,0
73,"2007-02",155.677,26.23,16456,1774041.9890938,"Alagoas",16456,1774041.9890938,2,2007,"Alagoas",155.677,26.23,0
74,"2007-03",85.654,25,12696,1774041.9890938,"Alagoas",12696,1774041.9890938,3,2007,"Alagoas",85.654,25,0
75,"2007-04",66.339,25.26,4799,1774041.9890938,"Alagoas",4799,1774041.9890938,4,2007,"Alagoas",66.339,25.26,0
76,"2007-05",88.205,24.02,1973,1774041.9890938,"Alagoas",1973,1774041.9890938,5,2007,"Alagoas",88.205,24.02,0
77,"2007-06",102.652,22.94,906,1774041.9890938,"Alagoas",906,1774041.9890938,6,2007,"Alagoas",102.652,22.94,0
78,"2007-07",79.088,22.3,1090,1774041.9890938,"Alagoas",1090,1774041.9890938,7,2007,"Alagoas",79.088,22.3,0
79,"2007-08",90.187,21.97,729,1774041.9890938,"Alagoas",729,1774041.9890938,8,2007,"Alagoas",90.187,21.97,0
80,"2007-09",68.089,22.46,426,1774041.9890938,"Alagoas",426,1774041.9890938,9,2007,"Alagoas",68.089,22.46,0
81,"2007-10",37.193,24.09,373,1774041.9890938,"Alagoas",373,1774041.9890938,10,2007,"Alagoas",37.193,24.09,0
82,"2007-11",17.637,25.76,334,1774041.9890938,"Alagoas",334,1774041.9890938,11,2007,"Alagoas",17.637,25.76,0
83,"2007-12",24.982,26.12,703,1774041.9890938,"Alagoas",703,1774041.9890938,12,2007,"Alagoas",24.982,26.12,0
84,"2008-01",35.985,26.11,418,1791770.27910211,"Alagoas",418,1791770.27910211,1,2008,"Alagoas",35.985,26.11,0
85,"2008-02",63.279,26.75,486,1791770.27910211,"Alagoas",486,1791770.27910211,2,2008,"Alagoas",63.279,26.75,0
86,"2008-03",165.232,25.35,930,1791770.27910211,"Alagoas",930,1791770.27910211,3,2008,"Alagoas",165.232,25.35,0
87,"2008-04",75.679,25.02,3051,1791770.27910211,"Alagoas",3051,1791770.27910211,4,2008,"Alagoas",75.679,25.02,0
88,"2008-05",130.282,23.94,1854,1791770.27910211,"Alagoas",1854,1791770.27910211,5,2008,"Alagoas",130.282,23.94,0
89,"2008-06",86.272,22.57,533,1791770.27910211,"Alagoas",533,1791770.27910211,6,2008,"Alagoas",86.272,22.57,0
90,"2008-07",98.313,21.82,194,1791770.27910211,"Alagoas",194,1791770.27910211,7,2008,"Alagoas",98.313,21.82,0
91,"2008-08",88.604,22.17,152,1791770.27910211,"Alagoas",152,1791770.27910211,8,2008,"Alagoas",88.604,22.17,0
92,"2008-09",36.521,23.76,97,1791770.27910211,"Alagoas",97,1791770.27910211,9,2008,"Alagoas",36.521,23.76,0
93,"2008-10",43.22,24.62,120,1791770.27910211,"Alagoas",120,1791770.27910211,10,2008,"Alagoas",43.22,24.62,0
94,"2008-11",9.647,26.3,134,1791770.27910211,"Alagoas",134,1791770.27910211,11,2008,"Alagoas",9.647,26.3,0
95,"2008-12",17.207,26.88,114,1791770.27910211,"Alagoas",114,1791770.27910211,12,2008,"Alagoas",17.207,26.88,0
96,"2009-01",27.532,26.93,234,1809097.34991548,"Alagoas",234,1809097.34991548,1,2009,"Alagoas",27.532,26.93,0
97,"2009-02",85.438,26.09,408,1809097.34991548,"Alagoas",408,1809097.34991548,2,2009,"Alagoas",85.438,26.09,0
98,"2009-03",53.659,26.65,739,1809097.34991548,"Alagoas",739,1809097.34991548,3,2009,"Alagoas",53.659,26.65,0
99,"2009-04",84.645,26.22,546,1809097.34991548,"Alagoas",546,1809097.34991548,4,2009,"Alagoas",84.645,26.22,0
100,"2009-05",277.905,23.94,526,1809097.34991548,"Alagoas",526,1809097.34991548,5,2009,"Alagoas",277.905,23.94,0
101,"2009-06",96.927,23.43,307,1809097.34991548,"Alagoas",307,1809097.34991548,6,2009,"Alagoas",96.927,23.43,0
102,"2009-07",92.059,22.71,215,1809097.34991548,"Alagoas",215,1809097.34991548,7,2009,"Alagoas",92.059,22.71,0
103,"2009-08",98.17,22.64,241,1809097.34991548,"Alagoas",241,1809097.34991548,8,2009,"Alagoas",98.17,22.64,0
104,"2009-09",31.16,23.93,167,1809097.34991548,"Alagoas",167,1809097.34991548,9,2009,"Alagoas",31.16,23.93,0
105,"2009-10",20.422,25.88,213,1809097.34991548,"Alagoas",213,1809097.34991548,10,2009,"Alagoas",20.422,25.88,0
106,"2009-11",14.403,26.19,512,1809097.34991548,"Alagoas",512,1809097.34991548,11,2009,"Alagoas",14.403,26.19,0
107,"2009-12",40.254,26.7,1489,1809097.34991548,"Alagoas",1489,1809097.34991548,12,2009,"Alagoas",40.254,26.7,0
108,"2010-01",68.525,25.94,6859,1826144.50036031,"Alagoas",6859,1826144.50036031,1,2010,"Alagoas",68.525,25.94,0
109,"2010-02",50.955,26.67,10277,1826144.50036031,"Alagoas",10277,1826144.50036031,2,2010,"Alagoas",50.955,26.67,0
110,"2010-03",37.643,27.52,14345,1826144.50036031,"Alagoas",14345,1826144.50036031,3,2010,"Alagoas",37.643,27.52,0
111,"2010-04",189.813,25.58,11854,1826144.50036031,"Alagoas",11854,1826144.50036031,4,2010,"Alagoas",189.813,25.58,0
112,"2010-05",58.791,24.97,6969,1826144.50036031,"Alagoas",6969,1826144.50036031,5,2010,"Alagoas",58.791,24.97,0
113,"2010-06",175.966,23.28,3163,1826144.50036031,"Alagoas",3163,1826144.50036031,6,2010,"Alagoas",175.966,23.28,0
114,"2010-07",88.176,22.5,2010,1826144.50036031,"Alagoas",2010,1826144.50036031,7,2010,"Alagoas",88.176,22.5,0
115,"2010-08",59.636,21.96,1248,1826144.50036031,"Alagoas",1248,1826144.50036031,8,2010,"Alagoas",59.636,21.96,0
116,"2010-09",64.96,22.75,871,1826144.50036031,"Alagoas",871,1826144.50036031,9,2010,"Alagoas",64.96,22.75,0
117,"2010-10",54.685,25.2,659,1826144.50036031,"Alagoas",659,1826144.50036031,10,2010,"Alagoas",54.685,25.2,0
118,"2010-11",14.509,25.95,805,1826144.50036031,"Alagoas",805,1826144.50036031,11,2010,"Alagoas",14.509,25.95,0
119,"2010-12",39.527,26.32,1148,1826144.50036031,"Alagoas",1148,1826144.50036031,12,2010,"Alagoas",39.527,26.32,0
120,"2011-01",71.302,25.86,1078,1842949.05315238,"Alagoas",1078,1842949.05315238,1,2011,"Alagoas",71.302,25.86,0
121,"2011-02",65.717,25.94,1315,1842949.05315238,"Alagoas",1315,1842949.05315238,2,2011,"Alagoas",65.717,25.94,0
122,"2011-03",48.674,26.8,1659,1842949.05315238,"Alagoas",1659,1842949.05315238,3,2011,"Alagoas",48.674,26.8,0
123,"2011-04",162.977,25.22,1488,1842949.05315238,"Alagoas",1488,1842949.05315238,4,2011,"Alagoas",162.977,25.22,0
124,"2011-05",193.854,23.64,1141,1842949.05315238,"Alagoas",1141,1842949.05315238,5,2011,"Alagoas",193.854,23.64,0
125,"2011-06",83.195,23.03,654,1842949.05315238,"Alagoas",654,1842949.05315238,6,2011,"Alagoas",83.195,23.03,0
126,"2011-07",192.181,22.06,359,1842949.05315238,"Alagoas",359,1842949.05315238,7,2011,"Alagoas",192.181,22.06,0
127,"2011-08",54.96,22.4,392,1842949.05315238,"Alagoas",392,1842949.05315238,8,2011,"Alagoas",54.96,22.4,0
128,"2011-09",62.024,22.53,364,1842949.05315238,"Alagoas",364,1842949.05315238,9,2011,"Alagoas",62.024,22.53,0
129,"2011-10",45.151,24.54,401,1842949.05315238,"Alagoas",401,1842949.05315238,10,2011,"Alagoas",45.151,24.54,0
130,"2011-11",63.468,24.89,274,1842949.05315238,"Alagoas",274,1842949.05315238,11,2011,"Alagoas",63.468,24.89,0
131,"2011-12",19.886,26.09,190,1842949.05315238,"Alagoas",190,1842949.05315238,12,2011,"Alagoas",19.886,26.09,0
132,"2012-01",55.847,25.66,1652,1859483.01625486,"Alagoas",1652,1859483.01625486,1,2012,"Alagoas",55.847,25.66,0
133,"2012-02",48.368,25.52,1673,1859483.01625486,"Alagoas",1673,1859483.01625486,2,2012,"Alagoas",48.368,25.52,0
134,"2012-03",32.159,25.85,2667,1859483.01625486,"Alagoas",2667,1859483.01625486,3,2012,"Alagoas",32.159,25.85,0
135,"2012-04",23.154,25.71,3109,1859483.01625486,"Alagoas",3109,1859483.01625486,4,2012,"Alagoas",23.154,25.71,0
136,"2012-05",43.609,24.78,2754,1859483.01625486,"Alagoas",2754,1859483.01625486,5,2012,"Alagoas",43.609,24.78,0
137,"2012-06",59.869,23.59,1507,1859483.01625486,"Alagoas",1507,1859483.01625486,6,2012,"Alagoas",59.869,23.59,0
138,"2012-07",66.403,22.29,1255,1859483.01625486,"Alagoas",1255,1859483.01625486,7,2012,"Alagoas",66.403,22.29,0
139,"2012-08",60.064,21.99,883,1859483.01625486,"Alagoas",883,1859483.01625486,8,2012,"Alagoas",60.064,21.99,0
140,"2012-09",31.338,23.32,596,1859483.01625486,"Alagoas",596,1859483.01625486,9,2012,"Alagoas",31.338,23.32,0
141,"2012-10",30.836,24.1,420,1859483.01625486,"Alagoas",420,1859483.01625486,10,2012,"Alagoas",30.836,24.1,0
142,"2012-11",10.6,26.45,559,1859483.01625486,"Alagoas",559,1859483.01625486,11,2012,"Alagoas",10.6,26.45,0
143,"2012-12",16.52,26.46,2309,1859483.01625486,"Alagoas",2309,1859483.01625486,12,2012,"Alagoas",16.52,26.46,0
144,"2013-01",24.237,26.95,17503,1875802.37374145,"Alagoas",17503,1875802.37374145,1,2013,"Alagoas",24.237,26.95,0
145,"2013-02",20.807,26.85,13832,1875802.37374145,"Alagoas",13832,1875802.37374145,2,2013,"Alagoas",20.807,26.85,0
146,"2013-03",23.964,27.1,6169,1875802.37374145,"Alagoas",6169,1875802.37374145,3,2013,"Alagoas",23.964,27.1,0
147,"2013-04",72.23,26.44,3258,1875802.37374145,"Alagoas",3258,1875802.37374145,4,2013,"Alagoas",72.23,26.44,0
148,"2013-05",77.965,24.43,2159,1875802.37374145,"Alagoas",2159,1875802.37374145,5,2013,"Alagoas",77.965,24.43,0
149,"2013-06",61.4,23.81,1416,1875802.37374145,"Alagoas",1416,1875802.37374145,6,2013,"Alagoas",61.4,23.81,0
150,"2013-07",152.796,22.65,1257,1875802.37374145,"Alagoas",1257,1875802.37374145,7,2013,"Alagoas",152.796,22.65,0
151,"2013-08",65.818,22.59,740,1875802.37374145,"Alagoas",740,1875802.37374145,8,2013,"Alagoas",65.818,22.59,0
152,"2013-09",44.268,23.62,701,1875802.37374145,"Alagoas",701,1875802.37374145,9,2013,"Alagoas",44.268,23.62,0
153,"2013-10",67.856,24.47,792,1875802.37374145,"Alagoas",792,1875802.37374145,10,2013,"Alagoas",67.856,24.47,0
154,"2013-11",42.489,25.07,808,1875802.37374145,"Alagoas",808,1875802.37374145,11,2013,"Alagoas",42.489,25.07,0
155,"2013-12",43.661,26.31,683,1875802.37374145,"Alagoas",683,1875802.37374145,12,2013,"Alagoas",43.661,26.31,0
156,"2014-01",31.732,26.07,759,1891925.78697005,"Alagoas",759,1891925.78697005,1,2014,"Alagoas",31.732,26.07,0
157,"2014-02",41.234,25.88,828,1891925.78697005,"Alagoas",828,1891925.78697005,2,2014,"Alagoas",41.234,25.88,0
158,"2014-03",58.821,26.07,1090,1891925.78697005,"Alagoas",1090,1891925.78697005,3,2014,"Alagoas",58.821,26.07,0
159,"2014-04",88.865,25.85,1569,1891925.78697005,"Alagoas",1569,1891925.78697005,4,2014,"Alagoas",88.865,25.85,0
160,"2014-05",100.133,24.2,1941,1891925.78697005,"Alagoas",1941,1891925.78697005,5,2014,"Alagoas",100.133,24.2,0
161,"2014-06",80.363,23.29,1350,1891925.78697005,"Alagoas",1350,1891925.78697005,6,2014,"Alagoas",80.363,23.29,0
162,"2014-07",84.025,22.64,1316,1891925.78697005,"Alagoas",1316,1891925.78697005,7,2014,"Alagoas",84.025,22.64,0
163,"2014-08",66.229,22.3,872,1891925.78697005,"Alagoas",872,1891925.78697005,8,2014,"Alagoas",66.229,22.3,0
164,"2014-09",57.834,23.4,598,1891925.78697005,"Alagoas",598,1891925.78697005,9,2014,"Alagoas",57.834,23.4,0
165,"2014-10",81.359,23.96,504,1891925.78697005,"Alagoas",504,1891925.78697005,10,2014,"Alagoas",81.359,23.96,0
166,"2014-11",95.728,25.24,392,1891925.78697005,"Alagoas",392,1891925.78697005,11,2014,"Alagoas",95.728,25.24,0
167,"2014-12",36.89,25.42,389,1891925.78697005,"Alagoas",389,1891925.78697005,12,2014,"Alagoas",36.89,25.42,0
168,"2015-01",30.252,26.09,1203,1907862.58661962,"Alagoas",1203,1907862.58661962,1,2015,"Alagoas",30.252,26.09,0
169,"2015-02",62.402,26.15,1648,1907862.58661962,"Alagoas",1648,1907862.58661962,2,2015,"Alagoas",62.402,26.15,0
170,"2015-03",48.123,26.36,4943,1907862.58661962,"Alagoas",4943,1907862.58661962,3,2015,"Alagoas",48.123,26.36,0
171,"2015-04",26.921,26.85,6032,1907862.58661962,"Alagoas",6032,1907862.58661962,4,2015,"Alagoas",26.921,26.85,0
172,"2015-05",59.344,25.39,4604,1907862.58661962,"Alagoas",4604,1907862.58661962,5,2015,"Alagoas",59.344,25.39,0
173,"2015-06",91.233,23.66,2817,1907862.58661962,"Alagoas",2817,1907862.58661962,6,2015,"Alagoas",91.233,23.66,0
174,"2015-07",94.195,22.84,1990,1907862.58661962,"Alagoas",1990,1907862.58661962,7,2015,"Alagoas",94.195,22.84,0
175,"2015-08",52.979,22.74,1465,1907862.58661962,"Alagoas",1465,1907862.58661962,8,2015,"Alagoas",52.979,22.74,0
176,"2015-09",28.287,24.22,1780,1907862.58661962,"Alagoas",1780,1907862.58661962,9,2015,"Alagoas",28.287,24.22,0
177,"2015-10",21.944,25.24,2611,1907862.58661962,"Alagoas",2611,1907862.58661962,10,2015,"Alagoas",21.944,25.24,0
178,"2015-11",10.556,26.83,4515,1907862.58661962,"Alagoas",4515,1907862.58661962,11,2015,"Alagoas",10.556,26.83,0
179,"2015-12",27.721,26.66,6903,1907862.58661962,"Alagoas",6903,1907862.58661962,12,2015,"Alagoas",27.721,26.66,0
180,"2016-01",88.629,26.45,12829,1923640.76472701,"Alagoas",12829,1923640.76472701,1,2016,"Alagoas",88.629,26.45,0
181,"2016-02",42.645,26.32,10428,1923640.76472701,"Alagoas",10428,1923640.76472701,2,2016,"Alagoas",42.645,26.32,0
182,"2016-03",51.253,26.73,8636,1923640.76472701,"Alagoas",8636,1923640.76472701,3,2016,"Alagoas",51.253,26.73,0
183,"2016-04",51.151,25.99,5084,1923640.76472701,"Alagoas",5084,1923640.76472701,4,2016,"Alagoas",51.151,25.99,0
184,"2016-05",74.278,24.7,1905,1923640.76472701,"Alagoas",1905,1923640.76472701,5,2016,"Alagoas",74.278,24.7,0
185,"2016-06",60.298,23.88,1060,1923640.76472701,"Alagoas",1060,1923640.76472701,6,2016,"Alagoas",60.298,23.88,0
186,"2016-07",58.944,22.82,745,1923640.76472701,"Alagoas",745,1923640.76472701,7,2016,"Alagoas",58.944,22.82,0
187,"2016-08",30.864,23.31,631,1923640.76472701,"Alagoas",631,1923640.76472701,8,2016,"Alagoas",30.864,23.31,0
188,"2016-09",33.071,24.17,421,1923640.76472701,"Alagoas",421,1923640.76472701,9,2016,"Alagoas",33.071,24.17,0
189,"2016-10",26.022,25.7,245,1923640.76472701,"Alagoas",245,1923640.76472701,10,2016,"Alagoas",26.022,25.7,0
190,"2016-11",19.753,26.39,176,1923640.76472701,"Alagoas",176,1923640.76472701,11,2016,"Alagoas",19.753,26.39,0
191,"2016-12",25.775,26.82,212,1923640.76472701,"Alagoas",212,1923640.76472701,12,2016,"Alagoas",25.775,26.82,0
0,"2001-01",244.125,24.64,NA,412424.280321199,"Amapa",NA,412424.280321199,1,2001,"Amapa",244.125,24.64,0
1,"2001-02",196.473,25.16,NA,412424.280321199,"Amapa",NA,412424.280321199,2,2001,"Amapa",196.473,25.16,0
2,"2001-03",246.448,24.63,316,412424.280321199,"Amapa",316,412424.280321199,3,2001,"Amapa",246.448,24.63,0
3,"2001-04",95.784,25.3,242,412424.280321199,"Amapa",242,412424.280321199,4,2001,"Amapa",95.784,25.3,0
4,"2001-05",53.202,24.83,569,412424.280321199,"Amapa",569,412424.280321199,5,2001,"Amapa",53.202,24.83,0
5,"2001-06",11.906,23.49,418,412424.280321199,"Amapa",418,412424.280321199,6,2001,"Amapa",11.906,23.49,0
6,"2001-07",9.122,25.35,467,412424.280321199,"Amapa",467,412424.280321199,7,2001,"Amapa",9.122,25.35,0
7,"2001-08",7.308,26.84,740,412424.280321199,"Amapa",740,412424.280321199,8,2001,"Amapa",7.308,26.84,0
8,"2001-09",73.743,26.99,436,412424.280321199,"Amapa",436,412424.280321199,9,2001,"Amapa",73.743,26.99,0
9,"2001-10",170.021,26.08,234,412424.280321199,"Amapa",234,412424.280321199,10,2001,"Amapa",170.021,26.08,0
10,"2001-11",269.46,25.21,85,412424.280321199,"Amapa",85,412424.280321199,11,2001,"Amapa",269.46,25.21,0
11,"2001-12",310.885,24.78,19,412424.280321199,"Amapa",19,412424.280321199,12,2001,"Amapa",310.885,24.78,0
12,"2002-01",285.296,24.97,74,417393.001691416,"Amapa",74,417393.001691416,1,2002,"Amapa",285.296,24.97,0
13,"2002-02",290.324,24.92,252,417393.001691416,"Amapa",252,417393.001691416,2,2002,"Amapa",290.324,24.92,0
14,"2002-03",187.136,25.46,203,417393.001691416,"Amapa",203,417393.001691416,3,2002,"Amapa",187.136,25.46,0
15,"2002-04",75.017,25.68,82,417393.001691416,"Amapa",82,417393.001691416,4,2002,"Amapa",75.017,25.68,0
16,"2002-05",32.105,25.72,34,417393.001691416,"Amapa",34,417393.001691416,5,2002,"Amapa",32.105,25.72,0
17,"2002-06",0.795,24.95,37,417393.001691416,"Amapa",37,417393.001691416,6,2002,"Amapa",0.795,24.95,0
18,"2002-07",14.404,25.64,53,417393.001691416,"Amapa",53,417393.001691416,7,2002,"Amapa",14.404,25.64,0
19,"2002-08",14.396,27.32,112,417393.001691416,"Amapa",112,417393.001691416,8,2002,"Amapa",14.396,27.32,0
20,"2002-09",66.998,26.72,90,417393.001691416,"Amapa",90,417393.001691416,9,2002,"Amapa",66.998,26.72,0
21,"2002-10",102.215,27.56,31,417393.001691416,"Amapa",31,417393.001691416,10,2002,"Amapa",102.215,27.56,0
22,"2002-11",158.01,26.28,33,417393.001691416,"Amapa",33,417393.001691416,11,2002,"Amapa",158.01,26.28,0
23,"2002-12",254.112,25.69,31,417393.001691416,"Amapa",31,417393.001691416,12,2002,"Amapa",254.112,25.69,0
24,"2003-01",288.926,25.19,59,422360.414083882,"Amapa",59,422360.414083882,1,2003,"Amapa",288.926,25.19,0
25,"2003-02",216.761,25.01,90,422360.414083882,"Amapa",90,422360.414083882,2,2003,"Amapa",216.761,25.01,0
26,"2003-03",279.206,24.69,112,422360.414083882,"Amapa",112,422360.414083882,3,2003,"Amapa",279.206,24.69,0
27,"2003-04",143.879,24.71,99,422360.414083882,"Amapa",99,422360.414083882,4,2003,"Amapa",143.879,24.71,0
28,"2003-05",59.495,24.7,221,422360.414083882,"Amapa",221,422360.414083882,5,2003,"Amapa",59.495,24.7,0
29,"2003-06",9.854,24.71,288,422360.414083882,"Amapa",288,422360.414083882,6,2003,"Amapa",9.854,24.71,0
30,"2003-07",0.697,24.75,647,422360.414083882,"Amapa",647,422360.414083882,7,2003,"Amapa",0.697,24.75,0
31,"2003-08",11.017,26.12,1130,422360.414083882,"Amapa",1130,422360.414083882,8,2003,"Amapa",11.017,26.12,0
32,"2003-09",56.458,26.94,902,422360.414083882,"Amapa",902,422360.414083882,9,2003,"Amapa",56.458,26.94,0
33,"2003-10",167.593,25.9,250,422360.414083882,"Amapa",250,422360.414083882,10,2003,"Amapa",167.593,25.9,0
34,"2003-11",176.948,25.5,152,422360.414083882,"Amapa",152,422360.414083882,11,2003,"Amapa",176.948,25.5,0
